invoice_id,invoice_amount,submission_hour,supplier_invoice_count_30d,supplier_avg_amount_90d,invoice_amount_zscore,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,supplier_age_days,supplier_risk_score,blacklisted_flag,avg_invoice_amount,annual_budget,ocr_total_extracted,image_tamper_flag,amount_to_supplier_90d_avg_ratio,amount_to_supplier_avg_ratio,amount_diff_supplier_90d_avg,supplier_age_years,invoice_day_of_week,weekend_invoice_flag,outside_business_hours_flag,invoice_to_department_budget_ratio,log_invoice_amount,image_metadata_available_flag,invoice_ocr_amount_diff,invoice_ocr_relative_diff,payment_terms_NET30,payment_terms_NET60,payment_terms_NET90,invoice_type_GOODS,invoice_type_SERVICES
HVL-2026-000057,426.86,7,5,414.6,0.106,0,0,0,4130,0.302,0,430.74,1221811.75,431.15,0,1.0296,0.991,12.27,11.307,6,1,1,0.000349,6.058806,1,4.28,0.01004,1,0,0,0,1
HVL-2026-000058,1240.04,12,7,1409.4,-0.429,0,0,0,2097,0.119,0,1439.16,604490.15,1245.08,0,0.8798,0.8616,-169.37,5.741,0,0,0,0.002051,7.123702,1,5.04,0.00406,1,0,0,0,1
HVL-2026-000059,987.53,17,6,949.23,0.144,0,0,0,4586,0.269,0,913.29,2188806.3,994.22,0,1.0403,1.0813,38.3,12.556,5,1,0,0.000451,6.896215,1,6.7,0.00678,0,0,1,0,1
HVL-2026-000060,4130.45,14,7,4388.99,-0.21,0,0,0,3415,0.152,0,4428.3,491772.34,0.0,0,0.9411,0.9327,-258.54,9.35,4,0,0,0.008399,8.326383,0,0.0,0.0,0,0,1,0,1
HVL-2026-000061,1540.01,10,5,1564.68,-0.056,0,0,0,3933,0.121,0,1545.19,3077829.57,1550.93,0,0.9842,0.9966,-24.68,10.768,0,0,0,0.0005,7.340191,1,10.93,0.00709,1,0,0,1,0
HVL-2026-000062,5734.59,14,6,4537.95,0.942,0,0,0,2321,0.201,0,4822.24,2474657.15,5789.21,0,1.2637,1.1892,1196.64,6.355,5,1,0,0.002317,8.654446,1,54.62,0.00952,1,0,0,1,0
HVL-2026-000063,1918.95,16,8,1564.68,0.809,0,0,0,3933,0.121,0,1534.6,1677963.96,0.0,0,1.2264,1.2505,354.26,10.768,1,0,0,0.001144,7.560052,0,0.0,0.0,0,1,0,1,0
HVL-2026-000064,11181.52,8,8,12532.32,-0.385,0,0,0,1486,0.109,0,11967.04,2044244.26,0.0,0,0.8922,0.9344,-1350.8,4.068,2,0,0,0.00547,9.322107,0,0.0,0.0,1,0,0,1,0
HVL-2026-000065,5934.92,15,8,5851.09,0.051,0,0,0,1110,0.422,0,6064.93,982209.28,5892.01,0,1.0143,0.9786,83.83,3.039,2,0,0,0.006042,8.688777,1,42.9,0.00723,1,0,0,0,1
HVL-2026-000066,5858.85,20,4,6916.3,-0.546,0,0,0,256,0.303,0,7360.0,1398345.82,5829.11,0,0.8471,0.796,-1057.45,0.701,5,1,1,0.00419,8.67588,1,29.74,0.00508,0,1,0,0,1
HVL-2026-000067,1713.7,8,10,1866.31,-0.292,0,0,0,264,0.199,0,1836.76,1814747.49,1708.82,0,0.9182,0.933,-152.61,0.723,5,1,0,0.000944,7.446994,1,4.88,0.00285,0,0,1,0,1
HVL-2026-000068,9099.16,17,6,10087.39,-0.35,0,0,0,1318,0.465,0,10866.47,1171884.52,8964.98,0,0.902,0.8374,-988.23,3.608,6,1,0,0.007765,9.116047,1,134.18,0.01475,0,1,0,1,0
HVL-2026-000069,2869.94,18,8,3525.31,-0.664,0,0,0,924,0.169,0,3624.33,1938823.27,2905.93,0,0.8141,0.7919,-655.37,2.53,0,0,0,0.00148,7.962396,1,35.98,0.01254,1,0,0,0,1
HVL-2026-000070,2631.13,8,10,2691.24,-0.08,0,0,0,2409,0.19,0,2726.67,1987522.92,2626.41,0,0.9777,0.965,-60.11,6.595,2,0,0,0.001324,7.875547,1,4.71,0.00179,1,0,0,0,1
HVL-2026-000071,4246.75,10,3,1968.57,4.133,0,1,0,3302,0.327,0,2112.2,3020476.37,4272.05,0,2.1573,2.0106,2278.18,9.04,3,0,0,0.001406,8.354144,1,25.3,0.00596,1,0,0,0,1
HVL-2026-000072,1393.52,18,5,701.46,3.524,0,0,0,5169,0.99,1,706.46,2489380.01,1394.35,0,1.9866,1.9725,692.06,14.152,6,1,0,0.00056,7.240304,1,0.83,0.0006,1,0,0,0,1
HVL-2026-000073,660.57,8,10,724.46,-0.315,0,0,0,427,0.323,0,753.31,2896292.88,659.63,0,0.9118,0.8769,-63.89,1.169,0,0,0,0.000228,6.49462,1,0.94,0.00143,1,0,0,1,0
HVL-2026-000074,1729.95,6,9,1764.27,-0.069,0,0,0,788,0.4,0,1658.34,2101646.5,1723.5,0,0.9805,1.0432,-34.33,2.157,6,1,1,0.000823,7.456423,1,6.44,0.00372,1,0,0,0,1
HVL-2026-000075,1495.04,9,3,1652.58,-0.34,0,0,0,2447,0.4,0,1719.15,2266475.7,1513.16,0,0.9047,0.8696,-157.54,6.7,3,0,0,0.00066,7.310579,1,18.12,0.01212,0,1,0,0,1
HVL-2026-000076,1290.2,16,8,1952.74,-1.212,0,0,0,3435,0.21,0,2035.63,952028.72,1292.44,0,0.6607,0.6338,-662.54,9.405,0,0,0,0.001355,7.163329,1,2.24,0.00173,0,1,0,0,1
HVL-2026-000077,1556.99,13,10,2011.94,-0.808,0,0,0,3717,0.225,0,1918.03,2731370.39,1562.38,0,0.7739,0.8118,-454.95,10.177,1,0,0,0.00057,7.351153,1,5.39,0.00346,0,1,0,1,0
HVL-2026-000078,415.55,17,2,410.6,0.043,0,0,0,4557,0.59,0,403.53,2761139.41,414.08,0,1.012,1.0298,4.95,12.476,6,1,0,0.00015,6.032001,1,1.46,0.00352,1,0,0,0,1
HVL-2026-000079,7289.14,20,4,6696.41,0.316,0,0,0,259,0.108,0,6973.51,1540727.84,7305.93,0,1.0885,1.0453,592.73,0.709,4,0,1,0.004731,8.894278,1,16.79,0.0023,1,0,0,0,1
HVL-2026-000080,5254.36,14,4,6000.82,-0.444,0,0,0,4246,0.102,0,5866.89,770499.08,5227.74,0,0.8756,0.8956,-746.45,11.625,4,0,0,0.006819,8.567004,1,26.63,0.00507,0,1,0,0,1
HVL-2026-000081,420.65,12,10,377.33,0.41,0,0,0,4066,0.401,0,378.8,2200190.15,418.91,0,1.1148,1.1105,43.31,11.132,4,0,0,0.000191,6.044169,1,1.74,0.00414,0,1,0,1,0
HVL-2026-000082,1993.01,14,11,2153.82,-0.267,0,0,0,4230,0.107,0,2003.05,1087571.85,1982.68,0,0.9253,0.995,-160.81,11.581,1,0,0,0.001833,7.597902,1,10.33,0.00518,1,0,0,1,0
HVL-2026-000083,5983.3,12,8,4878.86,0.808,0,0,0,2772,0.199,0,4582.29,2279785.7,5951.02,0,1.2264,1.3057,1104.44,7.589,0,0,0,0.002625,8.696895,1,32.28,0.00539,0,1,0,1,0
HVL-2026-000084,11940.28,8,7,10772.71,0.387,0,0,0,570,0.903,0,11285.83,3187070.79,11809.58,0,1.1084,1.058,1167.58,1.561,5,1,0,0.003746,9.387757,1,130.71,0.01095,1,0,0,1,0
HVL-2026-000085,4167.51,8,15,5161.64,-0.688,0,0,0,660,0.063,0,5398.39,1392831.01,4251.67,0,0.8074,0.772,-994.13,1.807,1,0,0,0.002992,8.335314,1,84.16,0.0202,1,0,0,0,1
HVL-2026-000086,3295.08,8,3,2691.24,0.801,0,0,0,2409,0.19,0,2689.22,537298.56,3316.65,0,1.2244,1.2253,603.85,6.595,2,0,0,0.006133,8.10049,1,21.57,0.00654,1,0,0,0,1
HVL-2026-000087,1491.08,15,5,1448.1,0.106,0,0,0,2211,0.492,0,1334.2,1949628.57,0.0,0,1.0297,1.1176,42.98,6.053,5,1,0,0.000765,7.307926,0,0.0,0.0,1,0,0,0,1
HVL-2026-000088,10102.67,15,9,10087.39,0.005,0,0,0,1318,0.465,0,9494.96,1842642.88,10263.27,0,1.0015,1.064,15.28,3.608,2,0,0,0.005483,9.220654,1,160.61,0.0159,1,0,0,0,1
HVL-2026-000089,11662.67,16,8,13005.93,-0.369,0,0,0,2474,0.411,0,11968.0,1346327.99,11714.41,0,0.8967,0.9745,-1343.27,6.773,3,0,0,0.008663,9.364234,1,51.75,0.00444,1,0,0,0,1
HVL-2026-000090,14135.7,20,7,16516.14,-0.515,0,0,0,4393,0.209,0,17166.06,2885696.55,14147.05,0,0.8559,0.8235,-2380.44,12.027,6,1,1,0.004899,9.55653,1,11.35,0.0008,1,0,0,0,1
HVL-2026-000091,4812.81,11,6,5022.04,-0.149,0,0,0,3392,0.229,0,4623.19,1102632.99,4794.85,0,0.9583,1.041,-209.23,9.287,3,0,0,0.004365,8.479243,1,17.96,0.00373,0,1,0,1,0
HVL-2026-000092,4754.19,7,2,6000.82,-0.742,0,0,0,4246,0.102,0,5895.73,572772.68,4712.91,0,0.7923,0.8064,-1246.62,11.625,0,0,1,0.0083,8.466993,1,41.28,0.00868,1,0,0,1,0
HVL-2026-000093,5765.46,13,3,6200.62,-0.251,0,0,0,1574,0.257,0,6024.68,2866005.38,5863.86,0,0.9298,0.957,-435.16,4.309,4,0,0,0.002012,8.659813,1,98.41,0.01707,1,0,0,1,0
HVL-2026-000094,7955.31,17,6,3233.38,5.216,0,0,0,2253,0.308,0,3329.33,2470083.95,8877.91,0,2.4604,2.3895,4721.94,6.168,3,0,0,0.003221,8.981721,1,922.59,0.11597,1,0,0,1,0
HVL-2026-000095,8737.37,14,2,7921.58,0.368,0,0,0,2692,0.307,0,8468.74,2834035.05,8724.2,0,1.103,1.0317,815.78,7.37,2,0,0,0.003083,9.075479,1,13.17,0.00151,0,1,0,0,1
HVL-2026-000096,3592.63,15,2,1450.06,5.277,0,0,0,1826,0.313,0,1560.54,3203854.21,3603.09,0,2.4776,2.3022,2142.56,4.999,0,0,0,0.001121,8.186917,1,10.46,0.00291,0,0,1,0,1
HVL-2026-000097,5641.51,7,8,6000.82,-0.214,0,0,0,4246,0.102,0,5912.7,1407038.69,5681.04,0,0.9401,0.9541,-359.3,11.625,6,1,1,0.004009,8.638085,1,39.53,0.00701,0,0,1,0,1
HVL-2026-000098,1880.18,14,3,1682.69,0.419,0,0,0,1144,0.249,0,1595.28,1884575.56,1857.24,0,1.1174,1.1786,197.49,3.132,5,1,0,0.000998,7.539656,1,22.94,0.0122,1,0,0,0,1
HVL-2026-000099,7981.12,9,6,6000.82,1.179,0,0,0,4246,0.102,0,5931.44,2355613.21,7921.91,0,1.33,1.3456,1980.31,11.625,5,1,0,0.003388,8.98496,1,59.21,0.00742,0,0,1,1,0
HVL-2026-000100,331.83,21,5,414.6,-0.713,0,0,0,4130,0.302,0,433.8,1304420.04,328.17,0,0.8004,0.765,-82.76,11.307,5,1,1,0.000254,5.807638,1,3.66,0.01102,0,0,1,1,0
HVL-2026-000101,17062.49,15,4,15229.09,0.43,0,0,0,3484,0.59,0,14094.5,2672204.22,17046.79,0,1.1204,1.2106,1833.4,9.539,2,0,0,0.006385,9.744696,1,15.7,0.00092,0,1,0,1,0
HVL-2026-000102,5999.34,13,2,5830.54,0.103,0,0,0,2143,0.405,0,5511.77,1930541.65,6030.79,0,1.029,1.0885,168.8,5.867,3,0,0,0.003108,8.699572,1,31.45,0.00524,1,0,0,0,1
HVL-2026-000103,823.84,18,8,603.67,1.303,0,0,0,4472,0.378,0,622.0,985218.05,827.56,0,1.3647,1.3245,220.18,12.244,1,0,0,0.000836,6.715195,1,3.71,0.00451,0,1,0,1,0
HVL-2026-000104,10452.74,10,8,10772.71,-0.106,0,0,0,570,0.903,0,10180.7,673961.58,10393.66,0,0.9703,1.0267,-319.96,1.561,0,0,0,0.015509,9.254715,1,59.08,0.00565,1,0,0,0,1
HVL-2026-000105,6509.57,20,6,5851.09,0.402,0,0,0,1110,0.422,0,5633.31,507791.93,6399.24,0,1.1125,1.1555,658.48,3.039,0,0,1,0.012819,8.781183,1,110.34,0.01695,0,0,1,1,0
HVL-2026-000106,1355.78,10,3,1409.4,-0.136,0,0,0,2097,0.119,0,1389.86,2307604.69,1360.96,0,0.962,0.9755,-53.63,5.741,0,0,0,0.000588,7.212867,1,5.18,0.00382,1,0,0,1,0
HVL-2026-000107,995.17,7,9,875.07,0.49,0,0,0,3426,0.394,0,893.24,2729385.13,988.27,0,1.1372,1.1141,120.1,9.38,3,0,1,0.000365,6.903914,1,6.9,0.00693,0,1,0,1,0
HVL-2026-000108,2412.15,14,7,2747.54,-0.436,0,0,0,5088,0.26,0,2557.42,943378.03,0.0,0,0.8779,0.9432,-335.38,13.93,0,0,0,0.002557,7.788689,0,0.0,0.0,0,1,0,0,1
HVL-2026-000109,2262.37,10,4,2029.54,0.41,0,0,0,210,0.147,0,1965.53,2631976.84,2252.1,0,1.1147,1.151,232.82,0.575,5,1,0,0.00086,7.724608,1,10.27,0.00454,0,1,0,1,0
HVL-2026-000110,872.65,11,7,846.86,0.109,0,0,0,3328,0.225,0,842.35,2639724.27,877.08,0,1.0305,1.036,25.8,9.112,6,1,0,0.000331,6.772683,1,4.42,0.00507,0,0,1,0,1
HVL-2026-000111,1240.41,10,3,1275.73,-0.099,0,0,0,4539,0.681,0,1283.93,2924922.79,1233.5,0,0.9723,0.9661,-35.32,12.427,2,0,0,0.000424,7.124002,1,6.91,0.00557,1,0,0,0,1
HVL-2026-000112,2345.74,17,3,2452.54,-0.156,0,0,0,80,0.058,0,2365.6,802504.09,2369.39,0,0.9565,0.9916,-106.8,0.219,2,0,0,0.002923,7.760783,1,23.64,0.01008,0,0,1,0,1
HVL-2026-000113,2094.16,16,9,2452.55,-0.522,0,0,0,3935,0.283,0,2627.89,1691360.56,2129.14,0,0.8539,0.7969,-358.39,10.773,3,0,0,0.001238,7.647385,1,34.98,0.0167,0,0,1,0,1
HVL-2026-000114,951.72,10,4,928.61,0.089,0,0,0,1008,0.115,0,965.55,558473.61,0.0,0,1.0249,0.9857,23.11,2.76,1,0,0,0.001704,6.859318,0,0.0,0.0,0,1,0,1,0
