invoice_id,invoice_amount,submission_hour,supplier_invoice_count_30d,supplier_avg_amount_90d,invoice_amount_zscore,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,supplier_age_days,supplier_risk_score,blacklisted_flag,avg_invoice_amount,annual_budget,ocr_total_extracted,image_tamper_flag,amount_to_supplier_90d_avg_ratio,amount_to_supplier_avg_ratio,amount_diff_supplier_90d_avg,supplier_age_years,invoice_day_of_week,weekend_invoice_flag,outside_business_hours_flag,invoice_to_department_budget_ratio,log_invoice_amount,image_metadata_available_flag,invoice_ocr_amount_diff,invoice_ocr_relative_diff,payment_terms_NET30,payment_terms_NET60,payment_terms_NET90,invoice_type_GOODS,invoice_type_SERVICES
CRG-2026-000049,2359.46,1,3,1112.97,4.0,1,0,1,4992,0.293,0,1085.25,1540667.59,2688.03,0,2.12,2.1741,1246.49,13.667,0,0,1,0.001531,7.766614,1,328.57,0.13925,0,1,0,1,0
CRG-2026-000050,2503.76,9,14,3173.34,-0.754,0,0,0,434,0.243,0,3112.62,5166414.75,2492.48,0,0.789,0.8044,-669.59,1.188,0,0,0,0.000485,7.825947,1,11.27,0.0045,0,0,1,0,1
CRG-2026-000051,1468.5,12,2,1944.61,-0.874,0,0,0,4423,0.142,0,1942.58,3604156.54,1490.4,0,0.7552,0.756,-476.11,12.11,3,0,0,0.000407,7.292677,1,21.9,0.01492,1,0,0,0,1
CRG-2026-000052,3758.42,8,7,4576.26,-0.638,0,0,0,4219,0.195,0,4916.75,3814266.32,3748.67,0,0.8213,0.7644,-817.84,11.551,1,0,0,0.000985,8.232019,1,9.75,0.00259,0,1,0,1,0
CRG-2026-000053,8684.89,3,3,3769.76,4.657,0,0,1,2471,0.147,0,3690.76,4274437.34,8651.78,0,2.3038,2.3531,4915.13,6.765,5,1,1,0.002032,9.069455,1,33.11,0.00381,1,0,0,1,0
CRG-2026-000054,1249.93,18,6,1090.14,0.523,0,0,0,3502,0.575,0,1105.78,3501375.52,1268.66,0,1.1466,1.1304,159.79,9.588,4,0,0,0.000357,7.131641,1,18.73,0.01499,0,0,1,0,1
CRG-2026-000055,1307.13,12,7,997.97,1.106,0,0,0,3880,0.214,0,963.27,4414922.75,1305.21,0,1.3098,1.357,309.17,10.623,1,0,0,0.000296,7.176357,1,1.93,0.00147,0,1,0,1,0
CRG-2026-000056,713.0,17,4,579.09,0.826,0,0,0,861,0.111,0,546.77,4477930.91,707.21,0,1.2313,1.304,133.92,2.357,4,0,0,0.000159,6.57089,1,5.8,0.00813,0,0,1,1,0
CRG-2026-000057,1008.92,12,7,963.37,0.169,0,0,0,5133,0.135,0,899.9,3933597.06,1009.03,0,1.0473,1.1211,45.54,14.053,6,1,0,0.000256,6.917623,1,0.11,0.00011,1,0,0,0,1
CRG-2026-000058,1230.56,17,4,1444.88,-0.53,0,0,0,3135,0.059,0,1389.71,5188633.93,1225.37,0,0.8517,0.8855,-214.32,8.583,1,0,0,0.000237,7.116034,1,5.19,0.00422,1,0,0,1,0
CRG-2026-000059,2246.07,18,8,2203.78,0.069,0,0,0,3100,0.317,0,2236.41,1580527.13,2231.17,0,1.0192,1.0043,42.29,8.487,6,1,0,0.001421,7.717381,1,14.9,0.00663,1,0,0,1,0
CRG-2026-000060,574.24,18,6,613.61,-0.229,0,0,0,3260,0.421,0,631.31,1427750.57,571.42,0,0.9358,0.9096,-39.37,8.925,1,0,0,0.000402,6.354794,1,2.82,0.00492,1,0,0,1,0
CRG-2026-000061,15436.56,14,12,16700.8,-0.27,0,0,0,3539,0.026,0,16274.23,4949514.7,15385.04,0,0.9243,0.9485,-1264.24,9.689,3,0,0,0.003119,9.644559,1,51.52,0.00334,1,0,0,1,0
CRG-2026-000062,2065.49,5,8,2147.76,-0.137,0,0,0,809,0.191,0,2215.62,1592412.95,2069.86,0,0.9617,0.9322,-82.27,2.215,2,0,1,0.001297,7.633607,1,4.37,0.00211,1,0,0,0,1
CRG-2026-000063,1328.87,7,7,1186.3,0.429,0,0,0,3203,0.608,0,1244.14,4311936.62,1328.45,0,1.1202,1.0681,142.57,8.769,6,1,1,0.000308,7.192838,1,0.43,0.00032,1,0,0,1,0
CRG-2026-000064,5375.09,10,1,2666.64,3.627,0,0,0,3674,0.2,0,2638.6,2759926.56,5425.12,0,2.0157,2.0371,2708.45,10.059,1,0,0,0.001948,8.589716,1,50.03,0.00931,0,1,0,1,0
CRG-2026-000065,3736.56,11,6,3835.58,-0.092,0,0,0,3792,0.644,0,4031.34,3682847.64,3683.06,0,0.9742,0.9269,-99.02,10.382,1,0,0,0.001015,8.226188,1,53.5,0.01432,1,0,0,0,1
CRG-2026-000066,14503.55,11,10,11497.98,0.934,0,0,0,2149,0.041,0,10608.28,1281015.12,14738.23,0,1.2614,1.3672,3005.57,5.884,6,1,0,0.011322,9.582218,1,234.68,0.01618,1,0,0,1,0
CRG-2026-000067,909.38,10,3,919.61,-0.04,0,0,0,1769,0.327,0,907.69,4429299.5,907.56,0,0.9889,1.0019,-10.24,4.843,6,1,0,0.000205,6.813858,1,1.82,0.002,0,1,0,1,0
CRG-2026-000068,970.56,8,11,1090.14,-0.392,0,0,0,3502,0.575,0,1132.26,1416335.94,969.24,0,0.8903,0.8572,-119.58,9.588,0,0,0,0.000685,6.878904,1,1.32,0.00136,1,0,0,0,1
CRG-2026-000069,5428.86,9,7,6328.56,-0.508,0,0,0,3190,0.341,0,5929.17,3266718.06,5512.4,0,0.8578,0.9156,-899.69,8.734,2,0,0,0.001662,8.599669,1,83.53,0.01539,1,0,0,1,0
CRG-2026-000070,1587.49,7,8,1750.35,-0.332,0,0,0,1868,0.377,0,1701.13,4553474.59,1573.15,0,0.907,0.9332,-162.86,5.114,4,0,1,0.000349,7.370536,1,14.34,0.00903,0,1,0,1,0
CRG-2026-000071,487.96,14,3,541.91,-0.356,0,0,0,1144,0.069,0,545.47,5497402.41,488.18,0,0.9004,0.8946,-53.95,3.132,6,1,0,8.9e-05,6.192282,1,0.22,0.00044,1,0,0,1,0
CRG-2026-000072,643.89,9,11,997.97,-1.267,0,0,0,3880,0.214,0,927.73,3935993.47,641.11,0,0.6452,0.6941,-354.07,10.623,4,0,0,0.000164,6.469083,1,2.79,0.00433,0,1,0,1,0
CRG-2026-000073,819.6,16,8,694.72,0.642,0,0,0,3349,0.114,0,664.51,4033992.7,819.99,0,1.1798,1.2334,124.88,9.169,3,0,0,0.000203,6.71004,1,0.39,0.00048,0,0,1,0,1
CRG-2026-000074,887.89,12,6,806.97,0.358,0,0,0,4566,0.212,0,761.4,3459970.22,879.22,0,1.1003,1.1661,80.92,12.501,0,0,0,0.000257,6.78997,1,8.66,0.00976,1,0,0,0,1
CRG-2026-000075,3343.15,5,8,4333.36,-0.816,0,0,0,1154,0.299,0,4053.31,807947.97,3357.09,0,0.7715,0.8248,-990.21,3.159,6,1,1,0.004138,8.114968,1,13.94,0.00417,1,0,0,1,0
CRG-2026-000076,3994.13,8,4,4128.64,-0.116,0,0,0,1409,0.381,0,4352.17,1603728.59,3985.52,0,0.9674,0.9177,-134.51,3.858,1,0,0,0.002491,8.292832,1,8.61,0.00216,1,0,0,0,1
CRG-2026-000077,4824.5,16,4,5018.71,-0.138,0,0,0,4243,0.245,0,5270.53,3165973.82,4814.35,0,0.9613,0.9154,-194.2,11.617,2,0,0,0.001524,8.48167,1,10.15,0.0021,0,0,1,1,0
CRG-2026-000078,4008.94,18,11,3623.36,0.38,0,0,0,3160,0.319,0,3728.17,5125135.62,4050.77,0,1.1064,1.0753,385.58,8.652,0,0,0,0.000782,8.296532,1,41.83,0.01044,0,1,0,0,1
CRG-2026-000079,1413.88,14,6,1304.98,0.298,0,0,0,572,0.527,0,1408.65,2118850.3,1432.29,0,1.0835,1.0037,108.9,1.566,3,0,0,0.000667,7.2548,1,18.41,0.01302,0,1,0,1,0
CRG-2026-000080,620.39,7,5,694.72,-0.382,0,0,0,3349,0.114,0,655.52,3493913.74,621.45,0,0.893,0.9464,-74.33,9.169,5,1,1,0.000178,6.431963,1,1.06,0.00171,1,0,0,1,0
CRG-2026-000081,3321.57,8,12,4039.45,-0.635,0,0,0,63,0.112,0,4160.14,1966763.56,3357.92,0,0.8223,0.7984,-717.88,0.172,3,0,0,0.001689,8.108494,1,36.35,0.01094,0,1,0,1,0
CRG-2026-000082,1321.94,15,10,1848.95,-1.018,0,0,0,4414,0.188,0,1738.49,2193164.15,1329.13,0,0.715,0.7604,-527.0,12.085,4,0,0,0.000603,7.187615,1,7.19,0.00544,0,1,0,1,0
CRG-2026-000083,1975.24,13,4,1750.35,0.459,0,0,0,1868,0.377,0,1871.47,3470770.49,1987.82,0,1.1285,1.0554,224.89,5.114,5,1,0,0.000569,7.588952,1,12.58,0.00637,1,0,0,0,1
CRG-2026-000084,9353.32,17,6,11497.98,-0.666,0,0,0,2149,0.041,0,10606.51,5085055.69,9388.14,0,0.8135,0.8818,-2144.66,5.884,6,1,0,0.001839,9.143593,1,34.82,0.00372,1,0,0,1,0
CRG-2026-000085,2847.05,16,6,3623.36,-0.765,0,0,0,3160,0.319,0,3380.4,5407658.43,2842.47,0,0.7857,0.8422,-776.31,8.652,3,0,0,0.000526,7.95439,1,4.58,0.00161,1,0,0,1,0
CRG-2026-000086,2211.22,17,7,2003.19,0.371,0,0,0,823,0.43,0,2162.16,3572547.87,2211.71,0,1.1038,1.0227,208.03,2.253,3,0,0,0.000619,7.701751,1,0.49,0.00022,0,1,0,0,1
CRG-2026-000087,2373.28,7,11,2624.38,-0.342,0,0,0,1146,0.327,0,2520.77,4946403.82,2382.12,0,0.9043,0.9415,-251.09,3.138,1,0,1,0.00048,7.772451,1,8.83,0.00372,1,0,0,0,1
CRG-2026-000088,1473.21,12,9,1272.84,0.562,0,0,0,2247,0.402,0,1317.15,951842.55,1463.85,0,1.1574,1.1185,200.36,6.152,4,0,0,0.001548,7.295876,1,9.36,0.00635,0,1,0,1,0
CRG-2026-000089,3317.97,15,6,3815.26,-0.466,0,0,0,1113,0.075,0,3790.57,1054018.37,3296.04,0,0.8697,0.8753,-497.29,3.047,2,0,0,0.003148,8.10741,1,21.93,0.00661,0,1,0,1,0
CRG-2026-000090,844.5,8,2,919.61,-0.292,0,0,0,1769,0.327,0,936.44,2512522.76,848.57,0,0.9183,0.9018,-75.12,4.843,4,0,0,0.000336,6.739926,1,4.08,0.00483,1,0,0,0,1
CRG-2026-000091,802.26,7,2,694.72,0.553,0,0,0,3349,0.114,0,698.42,3113975.3,800.32,0,1.1548,1.1487,107.53,9.169,1,0,1,0.000258,6.688674,1,1.93,0.00241,1,0,0,1,0
CRG-2026-000092,6087.69,8,8,7398.44,-0.633,0,0,0,1300,0.256,0,7172.56,1490547.49,6103.55,0,0.8228,0.8487,-1310.74,3.559,1,0,0,0.004084,8.714189,1,15.86,0.00261,1,0,0,0,1
CRG-2026-000093,8160.28,14,7,9500.41,-0.504,0,0,0,104,0.362,0,8836.7,2751917.39,8084.3,0,0.8589,0.9235,-1340.13,0.285,3,0,0,0.002965,9.007156,1,75.97,0.00931,1,0,0,1,0
CRG-2026-000094,1978.16,11,5,1927.93,0.093,0,0,0,514,0.418,0,1997.49,3579008.63,1984.96,0,1.0261,0.9903,50.24,1.407,4,0,0,0.000553,7.59043,1,6.79,0.00343,0,1,0,1,0
CRG-2026-000095,2874.55,18,1,2909.1,-0.042,0,0,0,203,0.22,0,2960.23,1070252.94,2890.39,0,0.9881,0.9711,-34.55,0.556,5,1,0,0.002686,7.963999,1,15.84,0.00551,1,0,0,1,0
CRG-2026-000096,11289.99,22,2,4039.45,6.41,1,0,1,63,0.232,0,4071.48,2267158.21,11411.94,0,2.7949,2.7729,7250.54,0.172,2,0,1,0.00498,9.33176,1,121.95,0.0108,0,1,0,0,1
CRG-2026-000097,205.14,16,7,208.44,-0.041,0,0,0,5176,0.311,0,211.5,1333199.79,0.0,0,0.9842,0.9699,-3.3,14.171,0,0,0,0.000154,5.328574,0,0.0,0.0,0,1,0,0,1
CRG-2026-000098,2004.5,17,6,2147.76,-0.238,0,0,0,809,0.191,0,2302.85,2752274.24,2033.65,0,0.9333,0.8704,-143.27,2.215,4,0,0,0.000728,7.603648,1,29.15,0.01454,0,1,0,1,0
CRG-2026-000099,2925.14,10,5,2902.85,0.027,0,0,0,827,0.297,0,2989.96,2413451.93,2951.77,0,1.0077,0.9783,22.29,2.264,1,0,0,0.001212,7.981439,1,26.63,0.0091,1,0,0,0,1
CRG-2026-000100,2687.27,18,3,1186.99,4.514,0,0,0,1338,0.812,0,1271.66,3512808.49,2707.36,0,2.2639,2.1132,1500.28,3.663,5,1,0,0.000765,7.896653,1,20.09,0.00748,1,0,0,0,1
CRG-2026-000101,10044.31,18,5,8759.74,0.524,0,0,0,3258,0.265,0,8998.26,1187995.62,10153.06,0,1.1466,1.1163,1284.57,8.92,4,0,0,0.008455,9.214861,1,108.75,0.01083,0,1,0,0,1
CRG-2026-000102,353.6,7,4,356.96,-0.034,0,0,0,526,0.207,0,369.06,858844.47,350.48,0,0.9906,0.9581,-3.36,1.44,0,0,1,0.000412,5.870996,1,3.13,0.00884,0,0,1,1,0
CRG-2026-000103,9265.93,16,4,12169.6,-0.852,0,0,0,3159,0.132,0,11865.59,5229264.08,9322.34,0,0.7614,0.7809,-2903.67,8.649,5,1,0,0.001772,9.134207,1,56.41,0.00609,1,0,0,0,1
CRG-2026-000104,4378.43,0,4,1918.8,4.578,0,0,1,3755,0.063,0,1924.63,1982547.87,0.0,0,2.2819,2.2749,2459.62,10.281,6,1,1,0.002208,8.384673,0,0.0,0.0,1,0,0,0,1
CRG-2026-000105,3229.67,16,15,2512.42,1.02,0,0,0,3054,0.147,0,2709.41,2742474.37,3209.7,0,1.2855,1.192,717.25,8.361,0,0,0,0.001178,8.080444,1,19.97,0.00618,1,0,0,1,0
CRG-2026-000106,4067.48,12,9,3868.31,0.184,0,0,0,3030,0.249,0,3910.54,1120444.97,4036.79,0,1.0515,1.0401,199.17,8.296,5,1,0,0.00363,8.311024,1,30.68,0.00754,0,1,0,0,1
CRG-2026-000107,3123.97,7,9,3104.17,0.023,0,0,0,1207,0.119,0,3143.73,1866044.76,3148.62,0,1.0064,0.9937,19.8,3.305,1,0,1,0.001674,8.047181,1,24.65,0.00789,0,0,1,0,1
CRG-2026-000108,4403.81,8,4,4220.49,0.155,0,0,0,894,0.321,0,4465.51,4641653.48,4439.5,0,1.0434,0.9862,183.31,2.448,0,0,0,0.000949,8.390452,1,35.7,0.00811,1,0,0,0,1
CRG-2026-000109,4389.47,17,12,4780.38,-0.292,0,0,0,5185,0.269,0,4964.01,936356.14,4353.95,0,0.9182,0.8843,-390.91,14.196,2,0,0,0.004688,8.387191,1,35.52,0.00809,0,1,0,0,1
CRG-2026-000110,7777.03,12,7,7465.06,0.149,0,0,0,532,0.138,0,7666.34,4435968.11,7731.85,0,1.0418,1.0144,311.96,1.457,3,0,0,0.001753,8.959058,1,45.17,0.00581,1,0,0,0,1
CRG-2026-000111,5828.97,8,9,3886.72,1.785,0,0,0,4722,0.193,0,3791.07,4796211.97,5851.55,0,1.4997,1.5376,1942.25,12.928,2,0,0,0.001215,8.670767,1,22.58,0.00387,1,0,0,1,0
CRG-2026-000112,7290.77,8,5,5493.7,1.168,0,0,0,3247,0.213,0,5884.0,1171199.51,7365.17,0,1.3271,1.2391,1797.07,8.89,4,0,0,0.006225,8.894501,1,74.4,0.01021,0,1,0,1,0
CRG-2026-000113,2609.63,18,7,3132.89,-0.597,0,0,0,4858,0.193,0,3154.68,3202756.14,2614.41,0,0.833,0.8272,-523.26,13.3,2,0,0,0.000815,7.867346,1,4.79,0.00183,1,0,0,0,1
CRG-2026-000114,6531.65,8,5,2952.13,4.33,0,1,0,1763,0.215,0,2983.62,4003234.44,6610.93,0,2.2125,2.1892,3579.52,4.827,2,0,0,0.001632,8.784567,1,79.28,0.01214,1,0,0,0,1
