invoice_id,invoice_amount,submission_hour,supplier_invoice_count_30d,supplier_avg_amount_90d,invoice_amount_zscore,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,supplier_age_days,supplier_risk_score,blacklisted_flag,avg_invoice_amount,annual_budget,ocr_total_extracted,image_tamper_flag,amount_to_supplier_90d_avg_ratio,amount_to_supplier_avg_ratio,amount_diff_supplier_90d_avg,supplier_age_years,invoice_day_of_week,weekend_invoice_flag,outside_business_hours_flag,invoice_to_department_budget_ratio,log_invoice_amount,image_metadata_available_flag,invoice_ocr_amount_diff,invoice_ocr_relative_diff,payment_terms_NET30,payment_terms_NET60,payment_terms_NET90,invoice_type_GOODS,invoice_type_SERVICES
NBM-2026-000011,6688.27,14,3,6505.53,0.1,0,0,0,3103,0.205,0,6694.28,2540064.31,6630.02,0,1.0281,0.9991,182.74,8.496,4,0,0,0.002633,8.80826,1,58.25,0.00871,1,0,0,1,0
NBM-2026-000012,3092.29,17,9,2537.83,0.78,0,0,0,4586,0.195,0,2351.02,2962604.28,3102.98,0,1.2185,1.3153,554.45,12.556,6,1,0,0.001044,8.03699,1,10.69,0.00346,1,0,0,0,1
NBM-2026-000013,4549.56,8,10,5281.74,-0.495,0,0,0,2153,0.47,0,5171.25,4200390.11,4554.92,0,0.8614,0.8798,-732.18,5.895,6,1,0,0.001083,8.423006,1,5.36,0.00118,1,0,0,0,1
NBM-2026-000014,896.76,15,8,1183.68,-0.866,0,0,0,1442,0.206,0,1226.58,1110715.85,893.86,0,0.7576,0.7311,-286.93,3.948,0,0,0,0.000807,6.7999,1,2.9,0.00323,0,1,0,0,1
NBM-2026-000015,1928.72,12,5,1849.78,0.152,0,0,0,263,0.156,0,1983.08,3068307.67,1939.62,0,1.0427,0.9726,78.94,0.72,6,1,0,0.000629,7.565128,1,10.91,0.00566,0,0,1,0,1
NBM-2026-000016,2062.33,11,10,2627.48,-0.768,0,0,0,3373,0.157,0,2739.28,2045214.33,2042.84,0,0.7849,0.7529,-565.16,9.235,2,0,0,0.001008,7.632074,1,19.48,0.00945,0,1,0,1,0
NBM-2026-000017,2621.17,13,5,2367.24,0.383,0,0,0,4661,0.267,0,2500.9,747442.0,2636.16,0,1.1073,1.0481,253.92,12.761,5,1,0,0.003507,7.871756,1,14.99,0.00572,1,0,0,1,0
NBM-2026-000018,4624.87,15,4,5418.23,-0.523,0,0,0,424,0.424,0,5751.9,3782828.69,4570.21,0,0.8536,0.8041,-793.36,1.161,3,0,0,0.001223,8.439419,1,54.66,0.01182,1,0,0,1,0
NBM-2026-000019,2961.67,10,6,2985.48,-0.028,0,0,0,3200,0.206,0,3127.42,1542913.45,2964.68,0,0.992,0.947,-23.81,8.761,0,0,0,0.00192,7.993845,1,3.02,0.00102,0,1,0,1,0
NBM-2026-000020,1758.78,15,5,2028.11,-0.474,0,0,0,334,0.26,0,1949.83,1111670.84,1751.08,0,0.8672,0.902,-269.32,0.914,4,0,0,0.001582,7.472946,1,7.7,0.00438,1,0,0,1,0
NBM-2026-000021,998.35,10,12,1053.86,-0.188,0,0,0,244,0.145,0,1037.13,2344519.77,985.28,0,0.9473,0.9626,-55.52,0.668,4,0,0,0.000426,6.907102,1,13.06,0.01308,1,0,0,0,1
NBM-2026-000022,4512.26,11,7,4141.47,0.32,0,0,0,3829,0.613,0,4019.06,3628901.81,4471.35,0,1.0895,1.1227,370.79,10.483,0,0,0,0.001243,8.414775,1,40.91,0.00907,0,1,0,1,0
NBM-2026-000023,2280.78,7,5,2302.63,-0.034,0,0,0,4198,0.135,0,2372.88,3272624.78,2273.61,0,0.9905,0.9612,-21.85,11.493,3,0,1,0.000697,7.73271,1,7.16,0.00314,0,1,0,1,0
NBM-2026-000024,5032.06,11,7,4624.52,0.315,0,0,0,3812,0.069,0,4738.43,795719.68,5079.61,0,1.0881,1.062,407.54,10.437,4,0,0,0.006324,8.523784,1,47.55,0.00945,1,0,0,1,0
NBM-2026-000025,3199.86,9,5,2745.45,0.591,0,0,0,1384,0.076,0,2555.84,3138503.05,3177.26,0,1.1655,1.252,454.41,3.789,6,1,0,0.00102,8.071175,1,22.6,0.00706,1,0,0,1,0
NBM-2026-000026,1840.14,8,6,2008.53,-0.299,0,0,0,2820,0.071,0,2103.71,1067966.64,1843.06,0,0.9162,0.8747,-168.39,7.721,2,0,0,0.001723,7.518141,1,2.92,0.00158,1,0,0,0,1
NBM-2026-000027,1844.79,11,8,1500.84,0.818,0,0,0,2077,0.25,0,1504.72,2661063.91,1824.34,0,1.2292,1.226,343.95,5.687,1,0,0,0.000693,7.520661,1,20.45,0.01109,0,1,0,1,0
NBM-2026-000028,1298.65,16,8,1500.84,-0.481,0,0,0,2077,0.25,0,1447.84,624330.47,1304.16,0,0.8653,0.897,-202.19,5.687,4,0,0,0.00208,7.169847,1,5.52,0.00425,1,0,0,1,0
NBM-2026-000029,1276.38,12,3,1498.56,-0.53,0,0,0,2936,0.067,0,1483.66,1733904.92,1268.72,0,0.8517,0.8603,-222.18,8.038,3,0,0,0.000736,7.152563,1,7.65,0.006,1,0,0,1,0
NBM-2026-000030,2033.1,13,6,1688.12,0.73,0,0,0,2703,0.093,0,1751.27,3584773.27,2005.94,0,1.2044,1.1609,344.97,7.4,2,0,0,0.000567,7.617807,1,27.16,0.01336,1,0,0,1,0
NBM-2026-000031,2253.44,17,3,2245.05,0.013,0,0,0,2458,0.212,0,2067.19,4190074.6,2217.9,0,1.0037,1.0901,8.39,6.73,1,0,0,0.000538,7.720657,1,35.54,0.01577,0,0,1,1,0
NBM-2026-000032,13191.57,16,10,11373.47,0.571,0,0,0,2975,0.231,0,11102.47,1669537.68,13157.07,0,1.1599,1.1882,1818.1,8.145,3,0,0,0.007901,9.487409,1,34.5,0.00262,1,0,0,0,1
NBM-2026-000033,1693.15,21,6,1572.74,0.273,0,0,0,2441,0.07,0,1572.04,3415844.23,1692.27,0,1.0766,1.077,120.41,6.683,2,0,1,0.000496,7.434935,1,0.88,0.00052,0,0,1,0,1
NBM-2026-000034,4130.8,8,3,1480.76,6.392,0,0,0,4511,0.403,0,1563.16,3905209.92,0.0,0,2.7896,2.6426,2650.04,12.35,0,0,0,0.001058,8.326468,0,0.0,0.0,0,0,1,0,1
NBM-2026-000035,2269.15,13,7,1744.87,1.073,0,0,0,2920,0.202,0,1863.94,1287994.45,2272.34,0,1.3005,1.2174,524.27,7.995,3,0,0,0.001762,7.7276,1,3.2,0.00141,1,0,0,1,0
NBM-2026-000036,2769.28,10,4,2367.24,0.607,0,0,0,4661,0.267,0,2229.36,3327591.95,2790.92,0,1.1698,1.2422,402.04,12.761,1,0,0,0.000832,7.926705,1,21.64,0.00781,1,0,0,0,1
NBM-2026-000037,6571.96,16,4,2972.03,4.326,0,0,0,3802,0.253,0,3147.4,2125341.87,6565.38,0,2.2113,2.0881,3599.93,10.409,6,1,0,0.003092,8.79072,1,6.58,0.001,1,0,0,1,0
NBM-2026-000038,1278.13,7,7,1194.41,0.25,0,0,0,1234,0.179,0,1280.52,1938325.25,0.0,0,1.0701,0.9981,83.73,3.379,0,0,1,0.000659,7.153936,0,0.0,0.0,1,0,0,1,0
NBM-2026-000039,11793.0,18,10,13381.57,-0.424,0,0,0,3381,0.059,0,12873.74,3934854.13,11763.2,0,0.8813,0.9161,-1588.57,9.257,6,1,0,0.002997,9.375347,1,29.8,0.00253,1,0,0,0,1
NBM-2026-000040,2793.97,12,11,2537.83,0.36,0,0,0,4586,0.195,0,2716.9,1234592.51,2776.74,0,1.1009,1.0284,256.14,12.556,6,1,0,0.002263,7.935577,1,17.23,0.00617,0,1,0,0,1
NBM-2026-000041,658.18,12,10,915.08,-1.003,0,0,0,4311,0.117,0,877.32,2791121.91,657.53,0,0.7193,0.7502,-256.9,11.803,0,0,0,0.000236,6.491003,1,0.65,0.00099,0,1,0,0,1
NBM-2026-000042,2129.94,15,9,1953.96,0.322,0,0,0,155,0.37,0,1942.09,2037619.32,2098.09,0,1.0901,1.0967,175.98,0.424,2,0,0,0.001045,7.664318,1,31.85,0.01496,1,0,0,0,1
NBM-2026-000043,852.08,13,5,915.08,-0.246,0,0,0,4311,0.117,0,893.39,3892609.26,850.45,0,0.9312,0.9538,-63.0,11.803,4,0,0,0.000219,6.748858,1,1.63,0.00191,0,1,0,0,1
NBM-2026-000044,19117.24,7,7,16184.51,0.647,0,0,0,203,0.314,0,14924.27,1642177.14,19082.08,0,1.1812,1.2809,2932.73,0.556,0,0,1,0.011641,9.858398,1,35.17,0.00184,1,0,0,0,1
NBM-2026-000045,3174.28,17,7,3276.08,-0.111,0,0,0,447,0.101,0,3318.72,4209351.9,3215.3,0,0.9689,0.9565,-101.79,1.224,6,1,0,0.000754,8.063152,1,41.01,0.01292,1,0,0,1,0
NBM-2026-000046,3569.91,11,2,3025.65,0.642,0,0,0,2539,0.437,0,2848.52,2781989.31,3519.94,0,1.1799,1.2533,544.26,6.951,3,0,0,0.001283,8.180575,1,49.96,0.014,1,0,0,0,1
NBM-2026-000047,6622.87,6,5,6058.16,0.333,0,0,0,3698,0.143,0,6147.82,851168.14,6660.46,0,1.0932,1.0773,564.71,10.125,4,0,1,0.007781,8.798436,1,37.58,0.00567,1,0,0,1,0
NBM-2026-000048,1899.74,18,8,2245.05,-0.549,0,0,0,2458,0.212,0,2417.36,769493.04,0.0,0,0.8462,0.7859,-345.3,6.73,0,0,0,0.002469,7.550001,0,0.0,0.0,1,0,0,1,0
NBM-2026-000049,3520.19,12,8,3622.17,-0.101,0,0,0,161,0.481,0,3447.89,1776737.23,3536.26,0,0.9718,1.021,-101.99,0.441,0,0,0,0.001981,8.166553,1,16.08,0.00457,0,1,0,1,0
NBM-2026-000050,9832.25,15,1,10502.81,-0.228,0,0,0,687,0.589,0,9908.86,1639758.89,9697.55,0,0.9362,0.9923,-670.56,1.881,1,0,0,0.005996,9.193525,1,134.69,0.0137,1,0,0,0,1
NBM-2026-000051,8141.94,7,14,6770.82,0.723,0,0,0,842,0.175,0,6403.69,2667460.6,8114.98,0,1.2025,1.2714,1371.12,2.305,5,1,1,0.003052,9.004906,1,26.96,0.00331,1,0,0,0,1
NBM-2026-000052,12465.62,8,15,12822.06,-0.099,0,0,0,2165,0.827,0,13237.85,1280501.06,12232.38,0,0.9722,0.9417,-356.44,5.927,3,0,0,0.009735,9.43081,1,233.24,0.01871,1,0,0,1,0
NBM-2026-000053,3601.1,10,4,3407.86,0.203,0,0,0,886,0.055,0,3414.34,700830.25,3622.76,0,1.0567,1.0547,193.24,2.426,1,0,0,0.005138,8.189271,1,21.66,0.00602,0,1,0,1,0
NBM-2026-000054,3168.61,7,5,1243.33,5.53,0,1,0,2280,0.428,0,1145.78,2858718.77,3226.77,0,2.5485,2.7655,1925.28,6.242,5,1,1,0.001108,8.061365,1,58.16,0.01835,1,0,0,1,0
NBM-2026-000055,15294.56,23,3,6399.34,4.964,0,0,1,1028,0.495,0,6757.16,4118232.25,15476.48,0,2.39,2.2635,8895.22,2.815,4,0,1,0.003714,9.635318,1,181.93,0.01189,1,0,0,0,1
NBM-2026-000056,3138.65,15,13,3407.86,-0.282,0,0,0,886,0.055,0,3532.46,715772.45,3123.92,0,0.921,0.8885,-269.21,2.426,5,1,0,0.004385,8.051868,1,14.73,0.00469,1,0,0,0,1
NBM-2026-000057,1505.93,9,7,1396.55,0.28,0,0,0,1578,0.428,0,1431.16,927502.52,1495.7,0,1.0783,1.0522,109.39,4.32,2,0,0,0.001624,7.31783,1,10.23,0.00679,1,0,0,0,1
NBM-2026-000058,1419.18,9,6,1498.56,-0.189,0,0,0,2936,0.067,0,1394.18,3229860.99,1426.68,0,0.947,1.0179,-79.37,8.038,3,0,0,0.000439,7.258542,1,7.5,0.00528,0,1,0,0,1
NBM-2026-000059,14707.05,17,9,11373.47,1.047,0,0,0,2975,0.231,0,12263.95,2579269.05,14795.15,0,1.2931,1.1992,3333.58,8.145,3,0,0,0.005702,9.59615,1,88.1,0.00599,1,0,0,0,1
NBM-2026-000060,3764.61,12,10,4335.94,-0.471,0,0,0,651,0.316,0,4401.87,912117.26,3775.34,0,0.8682,0.8552,-571.32,1.782,2,0,0,0.004127,8.233666,1,10.72,0.00285,1,0,0,0,1
NBM-2026-000061,2005.98,12,8,2171.13,-0.272,0,0,0,2428,0.21,0,2043.38,3610165.07,2007.68,0,0.9239,0.9817,-165.16,6.648,3,0,0,0.000556,7.604385,1,1.71,0.00085,1,0,0,1,0
NBM-2026-000062,2956.92,8,10,3276.08,-0.348,0,0,0,447,0.101,0,3296.51,2520473.45,2964.77,0,0.9026,0.897,-319.16,1.224,1,0,0,0.001173,7.992241,1,7.85,0.00265,0,1,0,0,1
NBM-2026-000063,16271.75,14,6,14186.61,0.525,0,0,0,3670,0.787,0,14801.29,3102451.56,16206.92,0,1.147,1.0993,2085.14,10.048,2,0,0,0.005245,9.697247,1,64.83,0.00398,1,0,0,1,0
NBM-2026-000064,2529.64,5,7,2627.48,-0.133,0,0,0,3373,0.157,0,2690.73,2746672.31,2509.63,0,0.9628,0.9401,-97.84,9.235,5,1,1,0.000921,7.836227,1,20.01,0.00791,0,1,0,1,0
NBM-2026-000065,3069.15,5,5,2779.73,0.372,0,0,0,366,0.143,0,2884.19,3986423.84,3097.1,0,1.1041,1.0641,289.41,1.002,2,0,1,0.00077,8.02948,1,27.96,0.00911,0,1,0,0,1
NBM-2026-000066,1321.43,16,4,1183.68,0.416,0,0,0,1442,0.206,0,1111.54,1330475.9,1310.59,0,1.1164,1.1888,137.75,3.948,0,0,0,0.000993,7.18723,1,10.84,0.00821,1,0,0,1,0
NBM-2026-000067,2026.82,9,10,1710.93,0.659,0,0,0,220,0.179,0,1719.18,3667421.7,2058.27,0,1.1846,1.1789,315.89,0.602,1,0,0,0.000553,7.614715,1,31.45,0.01552,0,0,1,1,0
NBM-2026-000068,1758.05,15,10,2181.22,-0.693,0,0,0,2598,0.108,0,2073.52,2026487.31,1746.94,0,0.806,0.8479,-423.17,7.113,2,0,0,0.000868,7.472529,1,11.11,0.00632,1,0,0,0,1
NBM-2026-000069,4437.65,11,9,3622.17,0.804,0,0,0,161,0.481,0,3415.65,3737971.79,4410.44,0,1.2251,1.2992,815.48,0.441,2,0,0,0.001187,8.398106,1,27.21,0.00613,1,0,0,0,1
NBM-2026-000070,12485.19,21,9,10502.81,0.674,0,0,0,687,0.589,0,9803.03,3671042.54,12337.82,0,1.1887,1.2736,1982.38,1.881,5,1,1,0.003401,9.432378,1,147.37,0.0118,1,0,0,1,0
NBM-2026-000071,885.44,14,7,2080.22,-2.051,0,0,0,812,0.024,0,2007.06,2533737.61,889.17,0,0.4256,0.4412,-1194.79,2.223,1,0,0,0.000349,6.787212,1,3.74,0.00422,1,0,0,1,0
NBM-2026-000072,1146.98,11,5,1200.09,-0.158,0,0,0,1299,0.243,0,1160.8,1967583.28,1143.68,0,0.9557,0.9881,-53.11,3.556,1,0,0,0.000583,7.045758,1,3.3,0.00288,0,1,0,0,1
NBM-2026-000073,14757.67,13,4,16184.51,-0.315,0,0,0,203,0.314,0,16029.1,3889501.64,0.0,0,0.9118,0.9207,-1426.84,0.556,3,0,0,0.003794,9.599586,0,0.0,0.0,0,1,0,1,0
NBM-2026-000074,3081.59,9,6,3025.65,0.066,0,0,0,2539,0.437,0,3168.45,3638432.53,3119.11,0,1.0185,0.9726,55.94,6.951,6,1,0,0.000847,8.033527,1,37.51,0.01217,1,0,0,1,0
NBM-2026-000075,5737.57,12,7,5830.24,-0.057,0,0,0,4419,0.146,0,5853.85,4259219.92,5799.73,0,0.9841,0.9801,-92.67,12.099,5,1,0,0.001347,8.654965,1,62.17,0.01083,1,0,0,1,0
NBM-2026-000076,1144.24,14,11,1031.53,0.39,0,0,0,4686,0.124,0,994.9,1760667.45,1149.73,0,1.1093,1.1501,112.71,12.83,5,1,0,0.00065,7.043372,1,5.48,0.00479,1,0,0,0,1
NBM-2026-000077,2599.27,14,2,2537.83,0.086,0,0,0,4586,0.195,0,2355.08,2637228.89,2603.38,0,1.0242,1.1037,61.44,12.556,4,0,0,0.000986,7.863372,1,4.11,0.00158,1,0,0,0,1
NBM-2026-000078,5254.59,12,4,6957.32,-0.874,0,0,0,1365,0.176,0,6791.65,1895860.44,5257.38,0,0.7553,0.7737,-1702.73,3.737,5,1,0,0.002772,8.567048,1,2.79,0.00053,1,0,0,0,1
NBM-2026-000079,2758.62,13,5,2779.73,-0.027,0,0,0,366,0.143,0,2799.23,1971824.32,2758.34,0,0.9924,0.9855,-21.11,1.002,6,1,0,0.001399,7.922849,1,0.28,0.0001,1,0,0,1,0
NBM-2026-000080,1755.48,18,6,1744.87,0.022,0,0,0,2920,0.202,0,1762.56,2331109.97,1768.9,0,1.0061,0.996,10.61,7.995,3,0,0,0.000753,7.471069,1,13.41,0.00764,1,0,0,1,0
NBM-2026-000081,6260.79,7,6,6399.34,-0.077,0,0,0,1028,0.495,0,6746.91,1554025.57,6255.39,0,0.9783,0.928,-138.55,2.815,0,0,1,0.004029,8.742222,1,5.41,0.00086,0,0,1,0,1
NBM-2026-000082,1695.44,17,6,1688.12,0.015,0,0,0,2703,0.093,0,1623.78,2420373.23,1708.91,0,1.0043,1.0441,7.32,7.4,1,0,0,0.0007,7.43629,1,13.47,0.00794,1,0,0,0,1
NBM-2026-000083,4854.57,20,8,4905.48,-0.037,0,0,0,3338,0.244,0,5222.46,1368663.48,4856.88,0,0.9896,0.9296,-50.91,9.139,5,1,1,0.003547,8.487882,1,2.31,0.00047,1,0,0,1,0
NBM-2026-000084,3827.31,12,8,3455.75,0.384,0,0,0,3780,0.288,0,3448.65,3314219.57,0.0,0,1.1075,1.1098,371.56,10.349,0,0,0,0.001155,8.250178,0,0.0,0.0,1,0,0,0,1
NBM-2026-000085,368.02,10,8,402.7,-0.308,0,0,0,681,0.101,0,389.39,3957498.56,367.94,0,0.9139,0.9451,-34.68,1.864,5,1,0,9.3e-05,5.910853,1,0.08,0.00021,0,1,0,1,0
NBM-2026-000086,1092.44,18,8,1307.02,-0.586,0,0,0,326,0.185,0,1348.83,707047.05,1087.7,0,0.8358,0.8099,-214.59,0.893,6,1,0,0.001545,6.997082,1,4.74,0.00433,0,1,0,1,0
NBM-2026-000087,1509.64,6,5,1744.87,-0.481,0,0,0,2920,0.202,0,1766.2,2621096.74,1497.47,0,0.8652,0.8547,-235.23,7.995,3,0,1,0.000576,7.320288,1,12.17,0.00806,0,0,1,1,0
NBM-2026-000088,2915.76,11,10,3414.09,-0.521,0,0,0,1257,0.375,0,3534.16,766025.09,2883.61,0,0.854,0.825,-498.33,3.441,4,0,0,0.003806,7.978228,1,32.15,0.01103,1,0,0,1,0
NBM-2026-000089,2464.34,16,3,1885.63,1.096,0,0,0,4578,0.199,0,1894.8,3558755.56,2831.46,0,1.3069,1.3006,578.7,12.534,1,0,0,0.000692,7.810083,1,367.12,0.14897,1,0,0,1,0
NBM-2026-000090,1245.29,8,5,1194.41,0.152,0,0,0,1234,0.179,0,1184.66,3877062.22,1240.74,0,1.0426,1.0512,50.88,3.379,1,0,0,0.000321,7.127927,1,4.55,0.00365,1,0,0,0,1
NBM-2026-000091,16141.36,14,4,14186.61,0.492,0,0,0,3670,0.787,0,13212.77,2434662.55,15953.99,0,1.1378,1.2216,1954.75,10.048,4,0,0,0.00663,9.689202,1,187.37,0.01161,1,0,0,1,0
NBM-2026-000092,1014.96,15,6,930.43,0.324,0,0,0,2091,0.81,0,892.19,3027779.83,1016.95,0,1.0909,1.1376,84.54,5.725,0,0,0,0.000335,6.923591,1,1.99,0.00196,1,0,0,1,0
NBM-2026-000093,17715.99,18,8,18553.82,-0.161,0,0,0,2857,0.509,0,19793.25,3069071.99,0.0,0,0.9548,0.8951,-837.83,7.822,2,0,0,0.005772,9.782279,0,0.0,0.0,0,1,0,0,1
NBM-2026-000094,550.36,11,6,1398.92,-2.166,0,0,0,4013,0.079,0,1466.29,2918344.92,552.52,0,0.3934,0.3753,-848.56,10.987,3,0,0,0.000189,6.312391,1,2.16,0.00392,0,0,1,1,0
NBM-2026-000095,7220.1,16,8,7314.25,-0.046,0,0,0,3312,0.036,0,7289.72,1645847.12,7287.84,0,0.9871,0.9904,-94.15,9.068,4,0,0,0.004387,8.884762,1,67.74,0.00938,1,0,0,1,0
NBM-2026-000096,664.4,15,8,582.02,0.505,0,0,0,4458,0.334,0,598.48,2630551.65,656.77,0,1.1415,1.1101,82.37,12.205,5,1,0,0.000253,6.500382,1,7.63,0.01148,1,0,0,1,0
NBM-2026-000097,1787.89,13,7,1695.06,0.196,0,0,0,2969,0.158,0,1587.82,2490382.41,1790.3,0,1.0548,1.126,92.83,8.129,5,1,0,0.000718,7.489352,1,2.41,0.00135,1,0,0,1,0
NBM-2026-000098,2310.86,9,1,2514.79,-0.29,0,0,0,3279,0.185,0,2488.4,972387.82,2326.45,0,0.9189,0.9287,-203.93,8.977,2,0,0,0.002376,7.745806,1,15.6,0.00675,1,0,0,0,1
NBM-2026-000099,1169.08,12,7,1307.02,-0.377,0,0,0,326,0.185,0,1259.48,3578203.07,1180.79,0,0.8945,0.9282,-137.95,0.893,6,1,0,0.000327,7.064825,1,11.71,0.01002,1,0,0,0,1
NBM-2026-000100,1371.61,9,7,1396.55,-0.064,0,0,0,1578,0.428,0,1341.97,2550051.42,1377.9,0,0.9821,1.0221,-24.94,4.32,5,1,0,0.000538,7.224469,1,6.29,0.00458,0,1,0,0,1
NBM-2026-000101,1955.17,7,12,2819.03,-1.094,0,0,0,4058,0.22,0,3015.7,2779742.31,0.0,0,0.6936,0.6483,-863.85,11.11,0,0,1,0.000703,7.578745,0,0.0,0.0,1,0,0,1,0
NBM-2026-000102,2503.86,14,6,1885.63,1.171,0,0,0,4578,0.199,0,1926.32,3179026.87,2512.67,0,1.3279,1.2998,618.23,12.534,6,1,0,0.000788,7.825987,1,8.82,0.00352,1,0,0,1,0
NBM-2026-000103,4731.71,13,5,4945.97,-0.155,0,0,0,3299,0.116,0,5141.04,1597155.78,4641.65,0,0.9567,0.9204,-214.26,9.032,3,0,0,0.002963,8.462254,1,90.06,0.01903,1,0,0,1,0
NBM-2026-000104,2930.98,16,9,2402.69,0.785,0,0,0,3482,0.108,0,2495.2,4001919.77,2950.77,0,1.2199,1.1746,528.29,9.533,0,0,0,0.000732,7.983434,1,19.79,0.00675,1,0,0,0,1
NBM-2026-000105,12559.81,8,10,13283.8,-0.195,0,0,0,4303,0.229,0,12492.46,3592815.65,12448.84,0,0.9455,1.0054,-723.99,11.781,2,0,0,0.003496,9.438337,1,110.97,0.00884,1,0,0,0,1
NBM-2026-000106,4244.05,12,7,4025.99,0.193,0,0,0,1528,0.342,0,3774.93,3856679.22,4247.57,0,1.0542,1.1243,218.05,4.183,3,0,0,0.0011,8.353508,1,3.52,0.00083,0,1,0,1,0
NBM-2026-000107,6748.85,16,5,6034.86,0.423,0,0,0,4735,0.253,0,5692.82,4276822.14,6779.95,0,1.1183,1.1855,713.98,12.964,3,0,0,0.001578,8.817275,1,31.1,0.00461,1,0,0,0,1
NBM-2026-000108,327.89,17,6,389.61,-0.566,0,0,0,1245,0.258,0,389.46,1205039.31,328.31,0,0.8416,0.8419,-61.72,3.409,2,0,0,0.000272,5.795731,1,0.42,0.00127,0,1,0,0,1
NBM-2026-000109,5452.69,14,4,5656.78,-0.129,0,0,0,3020,0.27,0,5941.44,1418524.14,5536.33,0,0.9639,0.9177,-204.1,8.268,0,0,0,0.003844,8.604047,1,83.64,0.01534,1,0,0,0,1
NBM-2026-000110,4706.77,7,13,6118.96,-0.824,0,0,0,4064,0.096,0,6566.99,2971471.39,4773.91,0,0.7692,0.7167,-1412.19,11.127,2,0,1,0.001584,8.456969,1,67.14,0.01427,0,1,0,1,0
NBM-2026-000111,4130.21,15,5,3407.86,0.757,0,0,0,886,0.055,0,3557.07,3423629.07,4039.47,0,1.212,1.1611,722.35,2.426,6,1,0,0.001206,8.326327,1,90.74,0.02197,1,0,0,0,1
NBM-2026-000112,1670.16,15,8,1572.74,0.221,0,0,0,2441,0.07,0,1617.43,3528049.39,1635.09,0,1.0619,1.0326,97.42,6.683,4,0,0,0.000473,7.42127,1,35.06,0.02099,0,1,0,1,0
NBM-2026-000113,1830.98,15,6,1615.49,0.476,0,0,0,2011,0.432,0,1491.6,2052341.85,1823.18,0,1.1334,1.2275,215.48,5.506,2,0,0,0.000892,7.51315,1,7.8,0.00426,0,1,0,0,1
NBM-2026-000114,2371.09,16,7,2402.69,-0.047,0,0,0,3482,0.108,0,2529.78,986637.79,2347.39,0,0.9868,0.9373,-31.6,9.533,0,0,0,0.002403,7.771526,1,23.7,0.01,0,1,0,0,1
